chip_id,location,datetime,cloudpath,B02_path,B03_path,B04_path,B08_path,label_path,label_mean
aejp,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aejp,J:\CloudCover\data\data\train_features\aejp\B02.tif,J:\CloudCover\data\data\train_features\aejp\B03.tif,J:\CloudCover\data\data\train_features\aejp\B04.tif,J:\CloudCover\data\data\train_features\aejp\B08.tif,J:\CloudCover\data\data\train_labels\aejp.tif,0.14096832275390625
aeky,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aeky,J:\CloudCover\data\data\train_features\aeky\B02.tif,J:\CloudCover\data\data\train_features\aeky\B03.tif,J:\CloudCover\data\data\train_features\aeky\B04.tif,J:\CloudCover\data\data\train_features\aeky\B08.tif,J:\CloudCover\data\data\train_labels\aeky.tif,0.0930633544921875
aelg,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aelg,J:\CloudCover\data\data\train_features\aelg\B02.tif,J:\CloudCover\data\data\train_features\aelg\B03.tif,J:\CloudCover\data\data\train_features\aelg\B04.tif,J:\CloudCover\data\data\train_features\aelg\B08.tif,J:\CloudCover\data\data\train_labels\aelg.tif,0.3450050354003906
aeli,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aeli,J:\CloudCover\data\data\train_features\aeli\B02.tif,J:\CloudCover\data\data\train_features\aeli\B03.tif,J:\CloudCover\data\data\train_features\aeli\B04.tif,J:\CloudCover\data\data\train_features\aeli\B08.tif,J:\CloudCover\data\data\train_labels\aeli.tif,0.9855537414550781
aeme,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aeme,J:\CloudCover\data\data\train_features\aeme\B02.tif,J:\CloudCover\data\data\train_features\aeme\B03.tif,J:\CloudCover\data\data\train_features\aeme\B04.tif,J:\CloudCover\data\data\train_features\aeme\B08.tif,J:\CloudCover\data\data\train_labels\aeme.tif,0.8540382385253906
aeqw,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aeqw,J:\CloudCover\data\data\train_features\aeqw\B02.tif,J:\CloudCover\data\data\train_features\aeqw\B03.tif,J:\CloudCover\data\data\train_features\aeqw\B04.tif,J:\CloudCover\data\data\train_features\aeqw\B08.tif,J:\CloudCover\data\data\train_labels\aeqw.tif,0.4162788391113281
aetz,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aetz,J:\CloudCover\data\data\train_features\aetz\B02.tif,J:\CloudCover\data\data\train_features\aetz\B03.tif,J:\CloudCover\data\data\train_features\aetz\B04.tif,J:\CloudCover\data\data\train_features\aetz\B08.tif,J:\CloudCover\data\data\train_labels\aetz.tif,0.7219429016113281
aevh,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aevh,J:\CloudCover\data\data\train_features\aevh\B02.tif,J:\CloudCover\data\data\train_features\aevh\B03.tif,J:\CloudCover\data\data\train_features\aevh\B04.tif,J:\CloudCover\data\data\train_features\aevh\B08.tif,J:\CloudCover\data\data\train_labels\aevh.tif,0.7284812927246094
aevs,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aevs,J:\CloudCover\data\data\train_features\aevs\B02.tif,J:\CloudCover\data\data\train_features\aevs\B03.tif,J:\CloudCover\data\data\train_features\aevs\B04.tif,J:\CloudCover\data\data\train_features\aevs\B08.tif,J:\CloudCover\data\data\train_labels\aevs.tif,0.999755859375
aewr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aewr,J:\CloudCover\data\data\train_features\aewr\B02.tif,J:\CloudCover\data\data\train_features\aewr\B03.tif,J:\CloudCover\data\data\train_features\aewr\B04.tif,J:\CloudCover\data\data\train_features\aewr\B08.tif,J:\CloudCover\data\data\train_labels\aewr.tif,0.02410888671875
aeyz,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aeyz,J:\CloudCover\data\data\train_features\aeyz\B02.tif,J:\CloudCover\data\data\train_features\aeyz\B03.tif,J:\CloudCover\data\data\train_features\aeyz\B04.tif,J:\CloudCover\data\data\train_features\aeyz\B08.tif,J:\CloudCover\data\data\train_labels\aeyz.tif,0.9965934753417969
aeze,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aeze,J:\CloudCover\data\data\train_features\aeze\B02.tif,J:\CloudCover\data\data\train_features\aeze\B03.tif,J:\CloudCover\data\data\train_features\aeze\B04.tif,J:\CloudCover\data\data\train_features\aeze\B08.tif,J:\CloudCover\data\data\train_labels\aeze.tif,0.4587516784667969
afef,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afef,J:\CloudCover\data\data\train_features\afef\B02.tif,J:\CloudCover\data\data\train_features\afef\B03.tif,J:\CloudCover\data\data\train_features\afef\B04.tif,J:\CloudCover\data\data\train_features\afef\B08.tif,J:\CloudCover\data\data\train_labels\afef.tif,0.7991981506347656
afej,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afej,J:\CloudCover\data\data\train_features\afej\B02.tif,J:\CloudCover\data\data\train_features\afej\B03.tif,J:\CloudCover\data\data\train_features\afej\B04.tif,J:\CloudCover\data\data\train_features\afej\B08.tif,J:\CloudCover\data\data\train_labels\afej.tif,0.30278778076171875
afel,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afel,J:\CloudCover\data\data\train_features\afel\B02.tif,J:\CloudCover\data\data\train_features\afel\B03.tif,J:\CloudCover\data\data\train_features\afel\B04.tif,J:\CloudCover\data\data\train_features\afel\B08.tif,J:\CloudCover\data\data\train_labels\afel.tif,0.9998741149902344
afgi,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afgi,J:\CloudCover\data\data\train_features\afgi\B02.tif,J:\CloudCover\data\data\train_features\afgi\B03.tif,J:\CloudCover\data\data\train_features\afgi\B04.tif,J:\CloudCover\data\data\train_features\afgi\B08.tif,J:\CloudCover\data\data\train_labels\afgi.tif,0.9904136657714844
afhi,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afhi,J:\CloudCover\data\data\train_features\afhi\B02.tif,J:\CloudCover\data\data\train_features\afhi\B03.tif,J:\CloudCover\data\data\train_features\afhi\B04.tif,J:\CloudCover\data\data\train_features\afhi\B08.tif,J:\CloudCover\data\data\train_labels\afhi.tif,0.8384857177734375
afjm,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afjm,J:\CloudCover\data\data\train_features\afjm\B02.tif,J:\CloudCover\data\data\train_features\afjm\B03.tif,J:\CloudCover\data\data\train_features\afjm\B04.tif,J:\CloudCover\data\data\train_features\afjm\B08.tif,J:\CloudCover\data\data\train_labels\afjm.tif,0.9822196960449219
afjp,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afjp,J:\CloudCover\data\data\train_features\afjp\B02.tif,J:\CloudCover\data\data\train_features\afjp\B03.tif,J:\CloudCover\data\data\train_features\afjp\B04.tif,J:\CloudCover\data\data\train_features\afjp\B08.tif,J:\CloudCover\data\data\train_labels\afjp.tif,0.8835678100585938
afof,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afof,J:\CloudCover\data\data\train_features\afof\B02.tif,J:\CloudCover\data\data\train_features\afof\B03.tif,J:\CloudCover\data\data\train_features\afof\B04.tif,J:\CloudCover\data\data\train_features\afof\B08.tif,J:\CloudCover\data\data\train_labels\afof.tif,0.5409698486328125
afor,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afor,J:\CloudCover\data\data\train_features\afor\B02.tif,J:\CloudCover\data\data\train_features\afor\B03.tif,J:\CloudCover\data\data\train_features\afor\B04.tif,J:\CloudCover\data\data\train_features\afor\B08.tif,J:\CloudCover\data\data\train_labels\afor.tif,0.8332595825195312
afpr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afpr,J:\CloudCover\data\data\train_features\afpr\B02.tif,J:\CloudCover\data\data\train_features\afpr\B03.tif,J:\CloudCover\data\data\train_features\afpr\B04.tif,J:\CloudCover\data\data\train_features\afpr\B08.tif,J:\CloudCover\data\data\train_labels\afpr.tif,0.7217674255371094
aftk,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aftk,J:\CloudCover\data\data\train_features\aftk\B02.tif,J:\CloudCover\data\data\train_features\aftk\B03.tif,J:\CloudCover\data\data\train_features\aftk\B04.tif,J:\CloudCover\data\data\train_features\aftk\B08.tif,J:\CloudCover\data\data\train_labels\aftk.tif,0.9992485046386719
aftu,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aftu,J:\CloudCover\data\data\train_features\aftu\B02.tif,J:\CloudCover\data\data\train_features\aftu\B03.tif,J:\CloudCover\data\data\train_features\aftu\B04.tif,J:\CloudCover\data\data\train_features\aftu\B08.tif,J:\CloudCover\data\data\train_labels\aftu.tif,0.771759033203125
afuh,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afuh,J:\CloudCover\data\data\train_features\afuh\B02.tif,J:\CloudCover\data\data\train_features\afuh\B03.tif,J:\CloudCover\data\data\train_features\afuh\B04.tif,J:\CloudCover\data\data\train_features\afuh\B08.tif,J:\CloudCover\data\data\train_labels\afuh.tif,0.8358802795410156
afuu,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afuu,J:\CloudCover\data\data\train_features\afuu\B02.tif,J:\CloudCover\data\data\train_features\afuu\B03.tif,J:\CloudCover\data\data\train_features\afuu\B04.tif,J:\CloudCover\data\data\train_features\afuu\B08.tif,J:\CloudCover\data\data\train_labels\afuu.tif,0.7958984375
afva,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afva,J:\CloudCover\data\data\train_features\afva\B02.tif,J:\CloudCover\data\data\train_features\afva\B03.tif,J:\CloudCover\data\data\train_features\afva\B04.tif,J:\CloudCover\data\data\train_features\afva\B08.tif,J:\CloudCover\data\data\train_labels\afva.tif,0.8876457214355469
afvk,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afvk,J:\CloudCover\data\data\train_features\afvk\B02.tif,J:\CloudCover\data\data\train_features\afvk\B03.tif,J:\CloudCover\data\data\train_features\afvk\B04.tif,J:\CloudCover\data\data\train_features\afvk\B08.tif,J:\CloudCover\data\data\train_labels\afvk.tif,0.9395294189453125
afxz,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afxz,J:\CloudCover\data\data\train_features\afxz\B02.tif,J:\CloudCover\data\data\train_features\afxz\B03.tif,J:\CloudCover\data\data\train_features\afxz\B04.tif,J:\CloudCover\data\data\train_features\afxz\B08.tif,J:\CloudCover\data\data\train_labels\afxz.tif,0.7727012634277344
afyo,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afyo,J:\CloudCover\data\data\train_features\afyo\B02.tif,J:\CloudCover\data\data\train_features\afyo\B03.tif,J:\CloudCover\data\data\train_features\afyo\B04.tif,J:\CloudCover\data\data\train_features\afyo\B08.tif,J:\CloudCover\data\data\train_labels\afyo.tif,0.08768844604492188
afyr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afyr,J:\CloudCover\data\data\train_features\afyr\B02.tif,J:\CloudCover\data\data\train_features\afyr\B03.tif,J:\CloudCover\data\data\train_features\afyr\B04.tif,J:\CloudCover\data\data\train_features\afyr\B08.tif,J:\CloudCover\data\data\train_labels\afyr.tif,0.2958488464355469
afys,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/afys,J:\CloudCover\data\data\train_features\afys\B02.tif,J:\CloudCover\data\data\train_features\afys\B03.tif,J:\CloudCover\data\data\train_features\afys\B04.tif,J:\CloudCover\data\data\train_features\afys\B08.tif,J:\CloudCover\data\data\train_labels\afys.tif,0.1343231201171875
agak,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agak,J:\CloudCover\data\data\train_features\agak\B02.tif,J:\CloudCover\data\data\train_features\agak\B03.tif,J:\CloudCover\data\data\train_features\agak\B04.tif,J:\CloudCover\data\data\train_features\agak\B08.tif,J:\CloudCover\data\data\train_labels\agak.tif,0.1229705810546875
agca,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agca,J:\CloudCover\data\data\train_features\agca\B02.tif,J:\CloudCover\data\data\train_features\agca\B03.tif,J:\CloudCover\data\data\train_features\agca\B04.tif,J:\CloudCover\data\data\train_features\agca\B08.tif,J:\CloudCover\data\data\train_labels\agca.tif,0.9948616027832031
agcc,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agcc,J:\CloudCover\data\data\train_features\agcc\B02.tif,J:\CloudCover\data\data\train_features\agcc\B03.tif,J:\CloudCover\data\data\train_features\agcc\B04.tif,J:\CloudCover\data\data\train_features\agcc\B08.tif,J:\CloudCover\data\data\train_labels\agcc.tif,0.4653358459472656
agfg,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agfg,J:\CloudCover\data\data\train_features\agfg\B02.tif,J:\CloudCover\data\data\train_features\agfg\B03.tif,J:\CloudCover\data\data\train_features\agfg\B04.tif,J:\CloudCover\data\data\train_features\agfg\B08.tif,J:\CloudCover\data\data\train_labels\agfg.tif,0.9993324279785156
aggm,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aggm,J:\CloudCover\data\data\train_features\aggm\B02.tif,J:\CloudCover\data\data\train_features\aggm\B03.tif,J:\CloudCover\data\data\train_features\aggm\B04.tif,J:\CloudCover\data\data\train_features\aggm\B08.tif,J:\CloudCover\data\data\train_labels\aggm.tif,0.9452972412109375
aght,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aght,J:\CloudCover\data\data\train_features\aght\B02.tif,J:\CloudCover\data\data\train_features\aght\B03.tif,J:\CloudCover\data\data\train_features\aght\B04.tif,J:\CloudCover\data\data\train_features\aght\B08.tif,J:\CloudCover\data\data\train_labels\aght.tif,0.9609870910644531
agiw,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agiw,J:\CloudCover\data\data\train_features\agiw\B02.tif,J:\CloudCover\data\data\train_features\agiw\B03.tif,J:\CloudCover\data\data\train_features\agiw\B04.tif,J:\CloudCover\data\data\train_features\agiw\B08.tif,J:\CloudCover\data\data\train_labels\agiw.tif,0.3417510986328125
agjg,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agjg,J:\CloudCover\data\data\train_features\agjg\B02.tif,J:\CloudCover\data\data\train_features\agjg\B03.tif,J:\CloudCover\data\data\train_features\agjg\B04.tif,J:\CloudCover\data\data\train_features\agjg\B08.tif,J:\CloudCover\data\data\train_labels\agjg.tif,0.048030853271484375
agkf,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agkf,J:\CloudCover\data\data\train_features\agkf\B02.tif,J:\CloudCover\data\data\train_features\agkf\B03.tif,J:\CloudCover\data\data\train_features\agkf\B04.tif,J:\CloudCover\data\data\train_features\agkf\B08.tif,J:\CloudCover\data\data\train_labels\agkf.tif,0.7276191711425781
aglv,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aglv,J:\CloudCover\data\data\train_features\aglv\B02.tif,J:\CloudCover\data\data\train_features\aglv\B03.tif,J:\CloudCover\data\data\train_features\aglv\B04.tif,J:\CloudCover\data\data\train_features\aglv\B08.tif,J:\CloudCover\data\data\train_labels\aglv.tif,0.9767303466796875
agma,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agma,J:\CloudCover\data\data\train_features\agma\B02.tif,J:\CloudCover\data\data\train_features\agma\B03.tif,J:\CloudCover\data\data\train_features\agma\B04.tif,J:\CloudCover\data\data\train_features\agma\B08.tif,J:\CloudCover\data\data\train_labels\agma.tif,0.932464599609375
agmz,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agmz,J:\CloudCover\data\data\train_features\agmz\B02.tif,J:\CloudCover\data\data\train_features\agmz\B03.tif,J:\CloudCover\data\data\train_features\agmz\B04.tif,J:\CloudCover\data\data\train_features\agmz\B08.tif,J:\CloudCover\data\data\train_labels\agmz.tif,0.7431526184082031
agnq,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agnq,J:\CloudCover\data\data\train_features\agnq\B02.tif,J:\CloudCover\data\data\train_features\agnq\B03.tif,J:\CloudCover\data\data\train_features\agnq\B04.tif,J:\CloudCover\data\data\train_features\agnq\B08.tif,J:\CloudCover\data\data\train_labels\agnq.tif,0.4935951232910156
agpb,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agpb,J:\CloudCover\data\data\train_features\agpb\B02.tif,J:\CloudCover\data\data\train_features\agpb\B03.tif,J:\CloudCover\data\data\train_features\agpb\B04.tif,J:\CloudCover\data\data\train_features\agpb\B08.tif,J:\CloudCover\data\data\train_labels\agpb.tif,0.11335372924804688
agpn,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agpn,J:\CloudCover\data\data\train_features\agpn\B02.tif,J:\CloudCover\data\data\train_features\agpn\B03.tif,J:\CloudCover\data\data\train_features\agpn\B04.tif,J:\CloudCover\data\data\train_features\agpn\B08.tif,J:\CloudCover\data\data\train_labels\agpn.tif,0.24810028076171875
agpw,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agpw,J:\CloudCover\data\data\train_features\agpw\B02.tif,J:\CloudCover\data\data\train_features\agpw\B03.tif,J:\CloudCover\data\data\train_features\agpw\B04.tif,J:\CloudCover\data\data\train_features\agpw\B08.tif,J:\CloudCover\data\data\train_labels\agpw.tif,0.014400482177734375
agqv,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agqv,J:\CloudCover\data\data\train_features\agqv\B02.tif,J:\CloudCover\data\data\train_features\agqv\B03.tif,J:\CloudCover\data\data\train_features\agqv\B04.tif,J:\CloudCover\data\data\train_features\agqv\B08.tif,J:\CloudCover\data\data\train_labels\agqv.tif,0.12842559814453125
agrp,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agrp,J:\CloudCover\data\data\train_features\agrp\B02.tif,J:\CloudCover\data\data\train_features\agrp\B03.tif,J:\CloudCover\data\data\train_features\agrp\B04.tif,J:\CloudCover\data\data\train_features\agrp\B08.tif,J:\CloudCover\data\data\train_labels\agrp.tif,0.8943595886230469
agsm,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agsm,J:\CloudCover\data\data\train_features\agsm\B02.tif,J:\CloudCover\data\data\train_features\agsm\B03.tif,J:\CloudCover\data\data\train_features\agsm\B04.tif,J:\CloudCover\data\data\train_features\agsm\B08.tif,J:\CloudCover\data\data\train_labels\agsm.tif,0.4527091979980469
agsp,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agsp,J:\CloudCover\data\data\train_features\agsp\B02.tif,J:\CloudCover\data\data\train_features\agsp\B03.tif,J:\CloudCover\data\data\train_features\agsp\B04.tif,J:\CloudCover\data\data\train_features\agsp\B08.tif,J:\CloudCover\data\data\train_labels\agsp.tif,0.8161659240722656
agtf,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agtf,J:\CloudCover\data\data\train_features\agtf\B02.tif,J:\CloudCover\data\data\train_features\agtf\B03.tif,J:\CloudCover\data\data\train_features\agtf\B04.tif,J:\CloudCover\data\data\train_features\agtf\B08.tif,J:\CloudCover\data\data\train_labels\agtf.tif,0.3639183044433594
agtl,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agtl,J:\CloudCover\data\data\train_features\agtl\B02.tif,J:\CloudCover\data\data\train_features\agtl\B03.tif,J:\CloudCover\data\data\train_features\agtl\B04.tif,J:\CloudCover\data\data\train_features\agtl\B08.tif,J:\CloudCover\data\data\train_labels\agtl.tif,0.9759902954101562
aguh,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aguh,J:\CloudCover\data\data\train_features\aguh\B02.tif,J:\CloudCover\data\data\train_features\aguh\B03.tif,J:\CloudCover\data\data\train_features\aguh\B04.tif,J:\CloudCover\data\data\train_features\aguh\B08.tif,J:\CloudCover\data\data\train_labels\aguh.tif,0.3947868347167969
agvj,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agvj,J:\CloudCover\data\data\train_features\agvj\B02.tif,J:\CloudCover\data\data\train_features\agvj\B03.tif,J:\CloudCover\data\data\train_features\agvj\B04.tif,J:\CloudCover\data\data\train_features\agvj\B08.tif,J:\CloudCover\data\data\train_labels\agvj.tif,0.20702743530273438
agwe,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agwe,J:\CloudCover\data\data\train_features\agwe\B02.tif,J:\CloudCover\data\data\train_features\agwe\B03.tif,J:\CloudCover\data\data\train_features\agwe\B04.tif,J:\CloudCover\data\data\train_features\agwe\B08.tif,J:\CloudCover\data\data\train_labels\agwe.tif,0.9950103759765625
agxr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agxr,J:\CloudCover\data\data\train_features\agxr\B02.tif,J:\CloudCover\data\data\train_features\agxr\B03.tif,J:\CloudCover\data\data\train_features\agxr\B04.tif,J:\CloudCover\data\data\train_features\agxr\B08.tif,J:\CloudCover\data\data\train_labels\agxr.tif,0.4393196105957031
agyv,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/agyv,J:\CloudCover\data\data\train_features\agyv\B02.tif,J:\CloudCover\data\data\train_features\agyv\B03.tif,J:\CloudCover\data\data\train_features\agyv\B04.tif,J:\CloudCover\data\data\train_features\agyv\B08.tif,J:\CloudCover\data\data\train_labels\agyv.tif,0.5788002014160156
ahct,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ahct,J:\CloudCover\data\data\train_features\ahct\B02.tif,J:\CloudCover\data\data\train_features\ahct\B03.tif,J:\CloudCover\data\data\train_features\ahct\B04.tif,J:\CloudCover\data\data\train_features\ahct\B08.tif,J:\CloudCover\data\data\train_labels\ahct.tif,0.5682182312011719
ahdh,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ahdh,J:\CloudCover\data\data\train_features\ahdh\B02.tif,J:\CloudCover\data\data\train_features\ahdh\B03.tif,J:\CloudCover\data\data\train_features\ahdh\B04.tif,J:\CloudCover\data\data\train_features\ahdh\B08.tif,J:\CloudCover\data\data\train_labels\ahdh.tif,0.22809600830078125
ahdj,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ahdj,J:\CloudCover\data\data\train_features\ahdj\B02.tif,J:\CloudCover\data\data\train_features\ahdj\B03.tif,J:\CloudCover\data\data\train_features\ahdj\B04.tif,J:\CloudCover\data\data\train_features\ahdj\B08.tif,J:\CloudCover\data\data\train_labels\ahdj.tif,0.9170875549316406
aheo,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aheo,J:\CloudCover\data\data\train_features\aheo\B02.tif,J:\CloudCover\data\data\train_features\aheo\B03.tif,J:\CloudCover\data\data\train_features\aheo\B04.tif,J:\CloudCover\data\data\train_features\aheo\B08.tif,J:\CloudCover\data\data\train_labels\aheo.tif,0.8616561889648438
ahhr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ahhr,J:\CloudCover\data\data\train_features\ahhr\B02.tif,J:\CloudCover\data\data\train_features\ahhr\B03.tif,J:\CloudCover\data\data\train_features\ahhr\B04.tif,J:\CloudCover\data\data\train_features\ahhr\B08.tif,J:\CloudCover\data\data\train_labels\ahhr.tif,0.2670402526855469
ahjy,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ahjy,J:\CloudCover\data\data\train_features\ahjy\B02.tif,J:\CloudCover\data\data\train_features\ahjy\B03.tif,J:\CloudCover\data\data\train_features\ahjy\B04.tif,J:\CloudCover\data\data\train_features\ahjy\B08.tif,J:\CloudCover\data\data\train_labels\ahjy.tif,0.5448265075683594
ahjz,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ahjz,J:\CloudCover\data\data\train_features\ahjz\B02.tif,J:\CloudCover\data\data\train_features\ahjz\B03.tif,J:\CloudCover\data\data\train_features\ahjz\B04.tif,J:\CloudCover\data\data\train_features\ahjz\B08.tif,J:\CloudCover\data\data\train_labels\ahjz.tif,0.21971511840820312
ahlr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ahlr,J:\CloudCover\data\data\train_features\ahlr\B02.tif,J:\CloudCover\data\data\train_features\ahlr\B03.tif,J:\CloudCover\data\data\train_features\ahlr\B04.tif,J:\CloudCover\data\data\train_features\ahlr\B08.tif,J:\CloudCover\data\data\train_labels\ahlr.tif,0.7013206481933594
